event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days
EVT_539642,USER_0314,trade,2024-01-06 05:00:28,5,5,1,0,none,,,,,,,USDCHF,0.39,2131.47,-148.53,1870.09,3111.0,1.033,0.0,,,,,,,,114
EVT_443085,USER_0288,trade,2024-01-06 05:05:01,5,5,1,0,none,,,,,,,BTCUSD,1.34,5073.74,-301.03,1986.46,2900.0,0.964,0.0,,,,,,,,235
EVT_432754,USER_0489,trade,2024-01-06 05:13:01,5,5,1,0,none,,,,,,,ETHUSD,1.92,11633.48,37.54,4603.94,3421.0,0.756,0.0,,,,,,,,148
EVT_256023,USER_0401,trade,2024-01-06 05:19:15,5,5,1,0,none,,,,,,,USDCHF,0.83,13921.05,263.62,2857.92,1100.0,0.786,0.0,,,,,,,,246
EVT_846087,USER_0500,kyc_change,2024-01-06 05:26:36,5,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,161
EVT_575400,USER_0200,trade,2024-01-06 05:38:07,5,5,1,0,none,,,,,,,XAUUSD,0.98,4420.48,-160.86,1016.52,2533.0,1.108,1.0,,,,,,,,63
EVT_674203,USER_0431,trade,2024-01-06 05:55:05,5,5,1,0,none,,,,,,,ETHUSD,1.99,14990.2,131.58,4087.29,1559.0,0.925,1.0,,,,,,,,142
EVT_124057,USER_0218,login,2024-01-06 06:00:35,6,5,1,0,none,10.187.206.1,NG,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,152
EVT_794940,USER_0380,deposit,2024-01-06 06:01:23,6,5,1,0,none,,,,,,,,,,,,,,,639.77,crypto,0.0,,,,,293
EVT_821419,USER_0244,trade,2024-01-06 06:14:29,6,5,1,0,none,,,,,,,EURUSD,0.69,26763.75,237.74,1190.8,481.0,0.937,0.0,,,,,,,,268
EVT_394620,USER_0035,deposit,2024-01-06 06:16:58,6,5,1,1,structurer,172.16.7.1,DE,ios_app,1.0,0.0,0.0,,,,,,,,,834.65,crypto,,,,,,27
EVT_809868,USER_0440,deposit,2024-01-06 06:20:43,6,5,1,0,none,,,,,,,,,,,,,,,1887.83,card,0.0,,,,,95
EVT_626597,USER_0199,login,2024-01-06 06:21:52,6,5,1,0,none,10.163.177.1,FR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,93
EVT_911235,USER_0329,trade,2024-01-06 06:34:58,6,5,1,0,none,,,,,,,XAUUSD,1.71,30008.44,173.64,4049.05,528.0,1.521,1.0,,,,,,,,57
EVT_340973,USER_0474,deposit,2024-01-06 06:41:08,6,5,1,0,none,,,,,,,,,,,,,,,1581.67,crypto,0.0,,,,,241
EVT_606592,USER_0142,trade,2024-01-06 06:43:19,6,5,1,0,none,,,,,,,USDCHF,0.29,19816.63,292.14,462.74,2169.0,1.115,0.0,,,,,,,,138
EVT_582591,USER_0597,trade,2024-01-06 06:47:39,6,5,1,0,none,,,,,,,ETHUSD,0.05,2487.85,-67.41,1242.42,2740.0,1.069,0.0,,,,,,,,264
EVT_408867,USER_0019,trade,2024-01-06 07:00:17,7,5,1,1,bot_trader,,,,,,,USDJPY,1.83,21899.09,285.11,2280.25,2056.0,1.051,0.0,,,,,,,,181
EVT_204051,USER_0258,session,2024-01-06 07:00:39,7,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,42.1,59.0,1.4,,263
EVT_950443,USER_0088,trade,2024-01-06 07:13:49,7,5,1,1,dormant_withdrawer,,,,,,,USDJPY,1.53,23110.28,168.37,580.81,3370.0,1.099,0.0,,,,,,,,272
EVT_644134,USER_0039,login,2024-01-06 07:24:38,7,5,1,1,dormant_withdrawer,10.127.136.1,UK,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,187
EVT_340972,USER_0198,withdrawal,2024-01-06 07:37:48,7,5,1,0,none,,,,,,,,,,,,,,,660.15,bank,0.0,,,,,197
EVT_756602,USER_0452,trade,2024-01-06 07:40:02,7,5,1,0,none,,,,,,,GBPUSD,0.49,11319.8,158.36,1631.73,1513.0,0.856,1.0,,,,,,,,50
EVT_888932,USER_0069,kyc_change,2024-01-06 07:40:13,7,5,1,1,deposit_withdrawal_cycler,,,,,,,,,,,,,,,,,,,,,phone_update,169
EVT_411317,USER_0404,trade,2024-01-06 07:42:14,7,5,1,0,none,,,,,,,AUDUSD,0.4,12108.84,161.14,4386.03,2038.0,0.86,0.0,,,,,,,,48
EVT_604095,USER_0020,withdrawal,2024-01-06 07:47:40,7,5,1,1,device_switcher,,,,,,,,,,,,,,,645.48,crypto,0.0,,,,,56
EVT_383620,USER_0484,withdrawal,2024-01-06 07:48:53,7,5,1,0,none,,,,,,,,,,,,,,,1138.2,crypto,0.0,,,,,164
EVT_705295,USER_0484,trade,2024-01-06 07:50:41,7,5,1,0,none,,,,,,,XAUUSD,1.88,18889.05,57.23,2639.74,656.0,1.084,0.0,,,,,,,,164
EVT_986658,USER_0450,login,2024-01-06 07:52:10,7,5,1,0,none,10.244.196.1,IN,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,364
EVT_463688,USER_0161,trade,2024-01-06 08:04:37,8,5,1,0,none,,,,,,,ETHUSD,0.99,23347.98,-44.67,2271.96,1366.0,1.159,0.0,,,,,,,,167
EVT_325876,USER_0473,login,2024-01-06 08:16:01,8,5,1,0,none,10.246.177.1,JP,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,365
EVT_114892,USER_0035,deposit,2024-01-06 08:16:58,8,5,1,1,structurer,,,ios_app,,,,,,,,,,,,600.91,card,,38.3,32.0,0.84,,27
EVT_674600,USER_0241,withdrawal,2024-01-06 08:27:03,8,5,1,0,none,,,,,,,,,,,,,,,563.54,crypto,0.0,,,,,326
EVT_470789,USER_0413,kyc_change,2024-01-06 08:52:32,8,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,197
EVT_919800,USER_0021,login,2024-01-06 08:59:24,8,5,1,1,bot_trader,172.16.6.1,NG,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,87
EVT_816884,USER_0544,trade,2024-01-06 09:08:32,9,5,1,0,none,,,,,,,XAUUSD,1.96,26169.35,164.54,1148.41,3501.0,0.88,0.0,,,,,,,,318
EVT_683363,USER_0391,trade,2024-01-06 09:21:47,9,5,1,0,none,,,,,,,USDCHF,0.61,8554.63,0.11,2631.04,188.0,1.03,0.0,,,,,,,,57
EVT_382130,USER_0069,session,2024-01-06 09:26:57,9,5,1,1,deposit_withdrawal_cycler,,,android_app,,,,,,,,,,,,,,,25.4,44.0,1.73,,169
EVT_344876,USER_0154,trade,2024-01-06 09:35:00,9,5,1,0,none,,,,,,,BTCUSD,1.76,22645.87,40.14,1590.6,2376.0,0.941,0.0,,,,,,,,293
EVT_815641,USER_0338,kyc_change,2024-01-06 09:47:00,9,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,9
EVT_482244,USER_0050,trade,2024-01-06 10:12:53,10,5,1,1,dormant_withdrawer,,,,,,,AUDUSD,0.57,1518.43,-403.08,2500.83,1317.0,0.794,0.0,,,,,,,,285
EVT_720515,USER_0035,deposit,2024-01-06 10:16:58,10,5,1,1,structurer,,,,,,,,,,,,,,,992.91,card,0.0,,,,,27
EVT_802659,USER_0333,trade,2024-01-06 10:20:30,10,5,1,0,none,,,,,,,XAUUSD,1.93,9213.61,-152.28,1508.68,2235.0,1.133,0.0,,,,,,,,224
EVT_802192,USER_0523,deposit,2024-01-06 10:24:15,10,5,1,0,none,,,,,,,,,,,,,,,96.96,crypto,0.0,,,,,125
EVT_212522,USER_0500,login,2024-01-06 10:40:48,10,5,1,0,none,10.112.94.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,161
EVT_717444,USER_0292,login,2024-01-06 10:42:17,10,5,1,0,none,10.78.194.1,FR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,329
EVT_524110,USER_0169,trade,2024-01-06 10:51:13,10,5,1,0,none,,,,,,,USDCHF,1.0,11342.09,-514.03,4432.11,2197.0,0.769,0.0,,,,,,,,353
EVT_421779,USER_0036,deposit,2024-01-06 11:24:15,11,5,1,1,device_switcher,,,,,,,,,,,,,,,2443.82,crypto,0.0,,,,,320
EVT_354517,USER_0137,login,2024-01-06 11:31:08,11,5,1,0,none,10.159.180.1,US,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,183
EVT_116852,USER_0236,trade,2024-01-06 11:32:57,11,5,1,0,none,,,,,,,USDCHF,0.35,2453.29,29.21,2143.85,2097.0,1.09,0.0,,,,,,,,187
EVT_171028,USER_0512,login,2024-01-06 11:38:28,11,5,1,0,none,10.112.69.1,FR,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,254
EVT_530976,USER_0161,session,2024-01-06 11:42:11,11,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,38.2,77.0,2.02,,167
EVT_952021,USER_0586,login,2024-01-06 11:55:12,11,5,1,0,none,10.42.53.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,116
EVT_289365,USER_0078,login,2024-01-06 12:00:53,12,5,1,1,consistent_winner,172.16.0.1,UK,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,324
EVT_222083,USER_0331,deposit,2024-01-06 12:05:20,12,5,1,0,none,,,,,,,,,,,,,,,841.92,bank,0.0,,,,,13
EVT_168295,USER_0325,login,2024-01-06 12:09:04,12,5,1,0,none,10.140.115.1,DE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,150
EVT_634344,USER_0304,login,2024-01-06 12:09:43,12,5,1,0,none,10.224.149.1,FR,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,124
EVT_212189,USER_0238,withdrawal,2024-01-06 12:10:59,12,5,1,0,none,,,,,,,,,,,,,,,1158.83,crypto,0.0,,,,,162
EVT_861495,USER_0070,kyc_change,2024-01-06 12:14:35,12,5,1,1,wash_trader,,,,,,,,,,,,,,,,,,,,,address_update,119
EVT_487728,USER_0035,deposit,2024-01-06 12:16:58,12,5,1,1,structurer,,,,,,,,,,,,,,,561.54,crypto,0.0,,,,,27
EVT_783833,USER_0215,kyc_change,2024-01-06 12:19:42,12,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,217
EVT_384402,USER_0486,login,2024-01-06 12:30:55,12,5,1,0,none,10.164.196.1,RU,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,237
EVT_355151,USER_0176,trade,2024-01-06 12:51:44,12,5,1,0,none,,,,,,,USDCHF,1.02,21354.83,546.69,4754.52,250.0,1.062,0.0,,,,,,,,63
EVT_431367,USER_0040,trade,2024-01-06 13:13:17,13,5,1,1,bot_trader,,,,,,,EURUSD,0.97,20835.12,88.26,3524.88,1151.0,0.8,0.0,,,,,,,,114
EVT_737331,USER_0155,login,2024-01-06 13:14:56,13,5,1,0,none,10.78.38.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,11
EVT_110913,USER_0332,deposit,2024-01-06 13:26:00,13,5,1,0,none,,,,,,,,,,,,,,,432.67,bank,0.0,,,,,94
EVT_563064,USER_0112,deposit,2024-01-06 13:43:12,13,5,1,0,none,,,,,,,,,,,,,,,845.75,crypto,0.0,,,,,319
EVT_399736,USER_0589,login,2024-01-06 13:46:42,13,5,1,0,none,10.139.227.1,UK,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,125
EVT_987361,USER_0219,login,2024-01-06 13:47:34,13,5,1,0,none,10.185.147.1,US,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,261
EVT_745430,USER_0499,trade,2024-01-06 13:58:37,13,5,1,0,none,,,,,,,EURUSD,1.93,32894.76,-58.35,2272.85,1196.0,1.152,0.0,,,,,,,,247
EVT_586222,USER_0359,trade,2024-01-06 14:00:59,14,5,1,0,none,,,,,,,BTCUSD,1.81,3855.05,3.53,114.54,834.0,0.837,0.0,,,,,,,,321
EVT_859063,USER_0488,deposit,2024-01-06 14:04:13,14,5,1,0,none,,,,,,,,,,,,,,,304.64,crypto,0.0,,,,,12
EVT_347669,USER_0035,deposit,2024-01-06 14:16:58,14,5,1,1,structurer,,,,,,,,,,,,,,,504.02,card,0.0,,,,,27
EVT_673209,USER_0494,trade,2024-01-06 14:42:13,14,5,1,0,none,,,,,,,BTCUSD,0.96,7156.84,267.02,1012.05,1093.0,0.879,0.0,,,,,,,,365
EVT_965630,USER_0147,login,2024-01-06 15:00:24,15,5,1,0,none,10.108.70.1,AE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,177
EVT_181535,USER_0361,withdrawal,2024-01-06 15:04:37,15,5,1,0,none,,,,,,,,,,,,,,,917.34,crypto,0.0,,,,,36
EVT_168287,USER_0359,login,2024-01-06 15:20:44,15,5,1,0,none,10.5.83.1,CN,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,321
EVT_258442,USER_0416,session,2024-01-06 15:25:30,15,5,1,0,none,,,ios_app,,,,,,,,,,,,,,,26.0,67.0,2.58,,185
EVT_570836,USER_0166,deposit,2024-01-06 15:34:25,15,5,1,0,none,,,,,,,,,,,,,,,223.07,card,0.0,,,,,250
EVT_959294,USER_0527,login,2024-01-06 15:52:37,15,5,1,0,none,10.84.71.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,84
EVT_986210,USER_0231,login,2024-01-06 15:57:35,15,5,1,0,none,10.152.115.1,AE,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,180
EVT_211114,USER_0226,login,2024-01-06 15:58:31,15,5,1,0,none,10.245.87.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,106
EVT_790836,USER_0348,trade,2024-01-06 16:06:46,16,5,1,0,none,,,,,,,BTCUSD,1.45,11833.64,19.83,1154.14,2012.0,1.263,0.0,,,,,,,,120
EVT_259765,USER_0286,trade,2024-01-06 16:12:44,16,5,1,0,none,,,,,,,XAUUSD,1.89,12201.05,197.29,386.2,482.0,0.976,0.0,,,,,,,,142
EVT_134697,USER_0035,deposit,2024-01-06 16:16:58,16,5,1,1,structurer,,,,,,,,,,,,,,,980.68,card,0.0,,,,,27
EVT_183410,USER_0418,deposit,2024-01-06 16:30:45,16,5,1,0,none,,,,,,,,,,,,,,,1051.35,bank,0.0,,,,,201
EVT_918986,USER_0184,session,2024-01-06 16:31:12,16,5,1,0,none,,,android_app,,,,,,,,,,,,,,,14.3,33.0,2.31,,302
EVT_746066,USER_0255,login,2024-01-06 16:39:33,16,5,1,0,none,10.209.92.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,32
EVT_210678,USER_0165,login,2024-01-06 16:40:28,16,5,1,0,none,10.66.43.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,321
EVT_342367,USER_0380,deposit,2024-01-06 16:49:17,16,5,1,0,none,,,,,,,,,,,,,,,1298.69,crypto,0.0,,,,,293
EVT_624497,USER_0388,session,2024-01-06 16:59:04,16,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,23.0,66.0,2.87,,138
EVT_981015,USER_0017,session,2024-01-06 17:11:06,17,5,1,1,bot_trader,,,firefox_linux,,,,,,,,,,,,,,,46.0,52.0,1.13,,283
EVT_619781,USER_0597,login,2024-01-06 17:13:07,17,5,1,0,none,10.93.69.1,AE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,265
EVT_586907,USER_0180,login,2024-01-06 17:18:25,17,5,1,0,none,10.234.32.1,US,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,147
EVT_656443,USER_0233,session,2024-01-06 17:39:21,17,5,1,0,none,,,safari_mac,,,,,,,,,,,,,,,46.7,38.0,0.81,,93
EVT_232598,USER_0399,login,2024-01-06 17:42:08,17,5,1,0,none,10.193.157.1,FR,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,87
EVT_811726,USER_0458,deposit,2024-01-06 17:45:17,17,5,1,0,none,,,,,,,,,,,,,,,2960.09,crypto,0.0,,,,,253
EVT_853308,USER_0211,login,2024-01-06 17:50:44,17,5,1,0,none,10.237.104.1,NG,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,36
EVT_546698,USER_0196,login,2024-01-06 17:55:03,17,5,1,0,none,10.142.127.1,US,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,220
EVT_893660,USER_0485,kyc_change,2024-01-06 18:01:34,18,5,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,330
EVT_937228,USER_0355,session,2024-01-06 18:05:52,18,5,1,0,none,,,android_app,,,,,,,,,,,,,,,39.0,8.0,0.21,,56
EVT_470475,USER_0152,deposit,2024-01-06 18:13:21,18,5,1,0,none,,,,,,,,,,,,,,,2994.33,crypto,0.0,,,,,81
EVT_724473,USER_0035,deposit,2024-01-06 18:16:58,18,5,1,1,structurer,,,,,,,,,,,,,,,685.56,crypto,,,,,address_update,27
EVT_827766,USER_0068,deposit,2024-01-06 18:20:55,18,5,1,1,structurer,,,,,,,,,,,,,,,2179.42,bank,0.0,,,,,178
EVT_161015,USER_0212,deposit,2024-01-06 18:24:01,18,5,1,0,none,,,,,,,,,,,,,,,1910.46,card,0.0,,,,,189
EVT_935986,USER_0568,withdrawal,2024-01-06 18:24:30,18,5,1,0,none,,,,,,,,,,,,,,,154.88,bank,0.0,,,,,146
EVT_551356,USER_0439,login,2024-01-06 18:38:39,18,5,1,0,none,10.29.206.1,JP,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,116
EVT_884549,USER_0075,login,2024-01-06 18:54:01,18,5,1,1,brute_forcer,172.16.0.1,FR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,353
EVT_873704,USER_0173,deposit,2024-01-06 19:14:08,19,5,1,0,none,,,,,,,,,,,,,,,501.79,card,0.0,,,,,338
EVT_888389,USER_0550,deposit,2024-01-06 19:21:18,19,5,1,0,none,,,,,,,,,,,,,,,2861.46,card,0.0,,,,,173
EVT_706595,USER_0073,trade,2024-01-06 19:30:56,19,5,1,1,structurer,,,,,,,GBPUSD,1.85,23625.79,601.84,2672.33,1179.0,1.265,0.0,,,,,,,,162
EVT_622952,USER_0081,login,2024-01-06 19:37:50,19,5,1,1,device_switcher,172.16.0.1,RU,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,280
EVT_975468,USER_0574,deposit,2024-01-06 20:08:30,20,5,1,0,none,,,,,,,,,,,,,,,2608.65,card,0.0,,,,,38
EVT_171633,USER_0207,withdrawal,2024-01-06 20:12:49,20,5,1,0,none,,,,,,,,,,,,,,,619.97,crypto,0.0,,,,,115
EVT_605608,USER_0000,session,2024-01-06 20:13:04,20,5,1,1,wash_trader,,,safari_mac,,,,,,,,,,,,,,,24.2,63.0,2.6,,108
EVT_533007,USER_0035,deposit,2024-01-06 20:16:58,20,5,1,1,structurer,,,,,,,,,,,,,,,505.76,card,0.0,,,,,27
EVT_797065,USER_0145,withdrawal,2024-01-06 20:19:26,20,5,1,0,none,,,,,,,,,,,,,,,113.06,crypto,0.0,,,,,111
EVT_492464,USER_0190,trade,2024-01-06 20:25:24,20,5,1,0,none,,,,,,,BTCUSD,0.24,3263.35,-216.91,425.55,468.0,0.737,0.0,,,,,,,,197
EVT_119283,USER_0296,deposit,2024-01-06 20:39:39,20,5,1,0,none,,,,,,,,,,,,,,,1021.96,crypto,0.0,,,,,266
EVT_584082,USER_0210,trade,2024-01-06 20:48:18,20,5,1,0,none,,,,,,,ETHUSD,1.07,18931.91,355.93,4984.43,179.0,0.79,0.0,,,,,,,,209
EVT_170735,USER_0108,withdrawal,2024-01-06 20:50:35,20,5,1,0,none,,,,,,,,,,,,,,,1588.43,bank,0.0,,,,,222
EVT_611020,USER_0050,login,2024-01-06 20:51:04,20,5,1,1,dormant_withdrawer,10.124.75.1,JP,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,285
EVT_386270,USER_0542,trade,2024-01-06 20:55:05,20,5,1,0,none,,,,,,,GBPUSD,1.64,30514.77,-25.09,4372.95,856.0,1.075,0.0,,,,,,,,334
EVT_126500,USER_0079,trade,2024-01-06 21:05:30,21,5,1,1,dormant_withdrawer,,,,,,,AUDUSD,1.17,7579.78,-354.28,1554.57,599.0,0.961,1.0,,,,,,,,150
EVT_128802,USER_0076,deposit,2024-01-06 21:19:17,21,5,1,1,device_switcher,,,,,,,,,,,,,,,1476.53,bank,0.0,,,,,147
EVT_906767,USER_0287,login,2024-01-06 21:24:47,21,5,1,0,none,10.203.39.1,AE,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,107
EVT_504929,USER_0472,kyc_change,2024-01-06 21:34:15,21,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,88
EVT_936043,USER_0421,login,2024-01-06 21:35:18,21,5,1,0,none,10.76.75.1,BR,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,68
EVT_438891,USER_0418,trade,2024-01-06 21:40:54,21,5,1,0,none,,,,,,,USDCHF,0.07,17850.49,-45.42,4649.69,2112.0,0.648,0.0,,,,,,,,201
EVT_281291,USER_0032,trade,2024-01-06 21:44:57,21,5,1,1,structurer,,,,,,,BTCUSD,1.7,8404.3,107.44,782.06,2113.0,0.919,0.0,,,,,,,,326
EVT_355790,USER_0310,login,2024-01-06 21:49:33,21,5,1,0,none,10.53.151.1,RU,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,235
EVT_466785,USER_0266,login,2024-01-06 21:49:37,21,5,1,0,none,10.211.213.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,276
EVT_301812,USER_0364,session,2024-01-06 21:50:33,21,5,1,0,none,,,firefox_linux,,,,,,,,,,,,,,,6.5,58.0,8.92,,274
EVT_861265,USER_0035,deposit,2024-01-06 22:16:58,22,5,1,1,structurer,,,,,,,,,,,,,,,687.49,card,0.0,,,,,27
EVT_396026,USER_0581,deposit,2024-01-06 22:26:40,22,5,1,0,none,,,,,,,,,,,,,,,2593.8,bank,0.0,,,,,340
EVT_948844,USER_0002,trade,2024-01-06 22:30:07,22,5,1,1,device_switcher,,,,,,,AUDUSD,0.78,3649.97,95.58,4541.59,3089.0,0.661,1.0,,,,,,,,310
EVT_272919,USER_0017,deposit,2024-01-06 22:33:46,22,5,1,1,bot_trader,,,,,,,,,,,,,,,2573.65,crypto,0.0,,,,,283
EVT_647672,USER_0540,deposit,2024-01-06 22:41:30,22,5,1,0,none,,,,,,,,,,,,,,,577.15,bank,0.0,,,,,221
EVT_265470,USER_0263,kyc_change,2024-01-06 22:45:49,22,5,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,121
EVT_396833,USER_0163,login,2024-01-06 22:48:43,22,5,1,0,none,10.26.171.1,US,android_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,260
EVT_267853,USER_0599,withdrawal,2024-01-06 23:06:40,23,5,1,0,none,,,,,,,,,,,,,,,338.2,crypto,0.0,,,,,312
EVT_404708,USER_0021,trade,2024-01-06 23:08:56,23,5,1,1,bot_trader,,,,,,,AUDUSD,1.2,1935.22,160.32,3171.79,124.0,0.969,1.0,,,,,,,,87
EVT_166977,USER_0288,trade,2024-01-06 23:09:21,23,5,1,0,none,,,,,,,BTCUSD,1.19,5349.37,13.45,4208.66,2616.0,1.016,1.0,,,,,,,,236
EVT_765511,USER_0476,trade,2024-01-06 23:23:18,23,5,1,0,none,,,,,,,XAUUSD,1.43,7105.57,-273.82,1978.69,2935.0,1.168,0.0,,,,,,,,81
EVT_602218,USER_0035,trade,2024-01-06 23:46:46,23,5,1,1,structurer,,,,,,,EURUSD,1.44,25290.24,108.96,2717.15,3049.0,1.081,1.0,,,,,,,,28
EVT_346658,USER_0295,session,2024-01-06 23:47:56,23,5,1,0,none,,,chrome_win,,,,,,,,,,,,,,,7.5,63.0,8.4,,68
EVT_372106,USER_0176,withdrawal,2024-01-06 23:48:18,23,5,1,0,none,,,,,,,,,,,,,,,297.44,bank,0.0,,,,,63
EVT_758733,USER_0306,login,2024-01-07 00:44:33,0,6,1,0,none,10.245.205.1,DE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,63
EVT_706336,USER_0094,login,2024-01-07 00:45:04,0,6,1,0,none,10.212.247.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,297
EVT_489715,USER_0468,trade,2024-01-07 01:05:47,1,6,1,0,none,,,,,,,EURUSD,1.28,1827.81,-101.99,1973.93,3294.0,1.192,1.0,,,,,,,,319
EVT_351654,USER_0456,trade,2024-01-07 01:29:17,1,6,1,0,none,,,,,,,EURUSD,0.77,14971.37,-146.27,3005.32,2437.0,0.784,1.0,,,,,,,,113
EVT_204646,USER_0591,session,2024-01-07 01:29:51,1,6,1,0,none,,,safari_mac,,,,,,,,,,,,,,,6.3,46.0,7.3,,167
EVT_832698,USER_0029,trade,2024-01-07 01:43:08,1,6,1,1,kyc_manipulator,,,,,,,BTCUSD,0.57,2344.0,48.29,3072.31,1272.0,1.014,0.0,,,,,,,,217
EVT_643870,USER_0378,login,2024-01-07 01:53:25,1,6,1,0,none,10.75.46.1,FR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,352
EVT_161400,USER_0062,session,2024-01-07 02:00:51,2,6,1,1,wash_trader,,,android_app,,,,,,,,,,,,,,,17.6,36.0,2.05,,135
EVT_992827,USER_0358,trade,2024-01-07 02:01:29,2,6,1,0,none,,,,,,,EURUSD,0.75,22994.29,-16.68,945.94,952.0,0.917,0.0,,,,,,,,96
EVT_201424,USER_0318,deposit,2024-01-07 02:26:14,2,6,1,0,none,,,,,,,,,,,,,,,781.69,card,0.0,,,,,235
EVT_485338,USER_0549,login,2024-01-07 02:31:30,2,6,1,0,none,10.247.129.1,AE,firefox_linux,1.0,0.0,0.0,,,,,,,,,,,,,,,,317
EVT_423161,USER_0271,deposit,2024-01-07 02:32:50,2,6,1,0,none,,,,,,,,,,,,,,,2119.49,card,0.0,,,,,231
EVT_701981,USER_0311,withdrawal,2024-01-07 02:38:07,2,6,1,0,none,,,,,,,,,,,,,,,718.48,crypto,0.0,,,,,333
EVT_428742,USER_0289,session,2024-01-07 02:55:30,2,6,1,0,none,,,chrome_win,,,,,,,,,,,,,,,24.1,60.0,2.49,,244
EVT_832638,USER_0202,trade,2024-01-07 02:55:56,2,6,1,0,none,,,,,,,XAUUSD,0.93,8053.91,-63.19,4759.96,2897.0,0.783,0.0,,,,,,,,72
EVT_584280,USER_0175,trade,2024-01-07 03:03:33,3,6,1,0,none,,,,,,,USDCHF,1.1,11898.4,238.88,2277.73,514.0,0.763,0.0,,,,,,,,221
EVT_470350,USER_0383,withdrawal,2024-01-07 03:05:25,3,6,1,0,none,,,,,,,,,,,,,,,181.08,crypto,0.0,,,,,105
EVT_368035,USER_0161,session,2024-01-07 03:17:31,3,6,1,0,none,,,safari_mac,,,,,,,,,,,,,,,35.7,13.0,0.36,,168
EVT_130470,USER_0316,login,2024-01-07 03:38:53,3,6,1,0,none,10.199.2.1,FR,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,78
EVT_331152,USER_0296,kyc_change,2024-01-07 03:42:38,3,6,1,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,266
EVT_458719,USER_0088,login,2024-01-07 03:48:34,3,6,1,1,dormant_withdrawer,10.147.205.1,DE,chrome_win,1.0,0.0,0.0,,,,,,,,,,,,,,,,273
