event_id,user_id,event_type,timestamp,hour_of_day,day_of_week,is_weekend,is_anomalous,anomaly_type,ip_address,country,device,login_success,failed_attempts,timezone_gap_hours,instrument,lot_size,trade_volume,pnl,margin_used,trade_duration_seconds,trade_volume_vs_baseline,is_night_trade,amount,method,is_immediate_withdrawal,session_duration_mins,page_clicks,click_rate_per_min,kyc_change_type,account_age_days,time_since_last_event_sec,time_since_last_login_sec,time_since_last_deposit_sec,roll_3_trade_vol_mean,roll_3_trade_vol_std,roll_3_pnl_mean,roll_10_trade_vol_mean,roll_10_trade_vol_std,roll_10_pnl_mean,roll_3_click_rate_mean,roll_10_click_rate_mean,burst_count_5min,burst_count_30min,unique_ips_last_10_logins,unique_countries_last_10_logins,unique_devices_last_10_logins,rolling_failed_attempts_5,roll_5_deposit_sum,withdrawal_to_deposit_ratio,trade_vol_zscore,pnl_zscore,amount_zscore,session_duration_zscore
EVT_337819,USER_0093,trade,2024-02-27 18:05:37,18,1,0,0,none,,,,,,,ETHUSD,0.5,19932.31,-13.62,3430.39,3229.0,0.807,0.0,,,,,,,,148,198027.0,0.0,1179673.0,19932.31,0.0,-13.62,19932.31,0.0,-13.62,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.9371517969698074,0.4516998340604069,0.0,0.0
EVT_616508,USER_0093,deposit,2024-03-02 06:02:31,6,5,1,0,none,,,,,,,,,,,,,,,1976.93,card,0.0,,,,,152,302214.0,0.0,1481887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,5025.55,0.0,0.0,0.0,1.19499009391575,0.0
EVT_993640,USER_0093,kyc_change,2024-03-07 16:28:48,16,3,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,157,469577.0,0.0,469577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_382573,USER_0093,deposit,2024-03-13 08:10:40,8,2,0,0,none,,,,,,,,,,,,,,,1788.81,bank,0.0,,,,,163,488512.0,0.0,958089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,6814.360000000001,0.0,0.0,0.0,0.7349130381806093,0.0
EVT_398333,USER_0093,login,2024-03-17 06:59:09,6,6,1,0,none,10.58.236.1,US,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,167,341309.0,0.0,341309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_275727,USER_0093,withdrawal,2024-03-17 23:03:12,23,6,1,0,none,,,,,,,,,,,,,,,1212.8,bank,0.0,,,,,168,57843.0,57843.0,399152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,6814.360000000001,0.17797709542786436,0.0,0.0,-0.67381003684596,0.0
EVT_269976,USER_0093,trade,2024-03-18 18:49:19,18,0,0,0,none,,,,,,,BTCUSD,1.09,35024.72,24.13,1267.49,3072.0,1.418,0.0,,,,,,,,168,71167.0,129010.0,470319.0,27478.515,10671.945455447663,5.255,27478.515,10671.945455447663,5.255,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.052793222840486,0.6944627716427013,0.0,0.0
EVT_853654,USER_0093,trade,2024-03-23 01:17:57,1,5,1,0,none,,,,,,,BTCUSD,1.87,26162.92,-262.09,1791.34,717.0,1.059,0.0,,,,,,,,173,368918.0,497928.0,839237.0,27039.983333333334,7584.335169942936,-83.86,27039.983333333334,7584.335169942936,-83.86,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.11564142587067844,-1.146162605703108,0.0,0.0
EVT_935297,USER_0093,deposit,2024-03-25 22:15:22,22,0,0,0,none,,,,,,,,,,,,,,,1653.15,crypto,0.0,,,,,175,248245.0,746173.0,1087482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,8467.51,0.0,0.0,0.0,0.40313516564696544,0.0
EVT_706336,USER_0094,login,2024-01-07 00:45:04,0,6,1,0,none,10.212.247.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_451433,USER_0094,trade,2024-01-17 22:27:28,22,2,0,0,none,,,,,,,XAUUSD,1.89,15678.1,401.91,3430.23,3222.0,0.958,0.0,,,,,,,,307,942144.0,942144.0,0.0,15678.1,0.0,401.91,15678.1,0.0,401.91,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.4592353624114464,1.3265321882041723,0.0,0.0
EVT_353153,USER_0094,deposit,2024-01-26 07:38:55,7,4,0,0,none,,,,,,,,,,,,,,,752.49,bank,0.0,,,,,316,724287.0,1666431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,752.49,0.0,0.0,0.0,-0.7178494288155265,0.0
EVT_154017,USER_0094,trade,2024-01-27 19:56:47,19,5,1,0,none,,,,,,,XAUUSD,1.65,17770.29,-155.12,413.98,433.0,1.086,1.0,,,,,,,,317,130672.0,1797103.0,130672.0,16724.195,1479.4017365306838,123.39500000000001,16724.195,1479.4017365306838,123.39500000000001,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.139891831655006,-0.9179038641611097,0.0,0.0
EVT_724078,USER_0094,trade,2024-01-29 19:48:53,19,0,0,0,none,,,,,,,USDJPY,1.76,19781.71,-23.11,4401.14,2760.0,1.209,1.0,,,,,,,,319,172326.0,1969429.0,302998.0,17743.366666666665,2051.9374764922386,74.56,17743.366666666665,2051.9374764922386,74.56,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7158894325847219,-0.38599713871949815,0.0,0.0
EVT_127604,USER_0094,deposit,2024-01-29 23:51:34,23,0,0,0,none,,,,,,,,,,,,,,,1123.93,card,0.0,,,,,319,14561.0,1983990.0,317559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1876.42,0.0,0.0,0.0,1.142199345786768,0.0
EVT_492440,USER_0094,session,2024-01-30 01:34:52,1,1,0,0,none,,,safari_mac,,,,,,,,,,,,,,,9.0,19.0,2.11,,320,6198.0,1990188.0,6198.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,2.11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6640723623734678
EVT_598119,USER_0094,session,2024-02-07 11:59:42,11,2,0,0,none,,,safari_mac,,,,,,,,,,,,,,,13.2,46.0,3.48,,328,728690.0,2718878.0,734888.0,0.0,0.0,0.0,0.0,0.0,0.0,2.795,2.795,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4860444524605807
EVT_685510,USER_0094,trade,2024-02-13 10:20:19,10,1,0,0,none,,,,,,,XAUUSD,1.45,20882.82,226.19,1376.46,2122.0,1.276,0.0,,,,,,,,334,512437.0,3231315.0,1247325.0,19478.273333333334,1578.2953171803267,15.98666666666666,18528.23,2295.867318974103,112.4675,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.031207326589813,0.6185051463543125,0.0,0.0
EVT_789562,USER_0094,deposit,2024-02-18 08:00:11,8,6,1,0,none,,,,,,,,,,,,,,,811.1,card,0.0,,,,,339,423592.0,3654907.0,1670917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,2687.52,0.0,0.0,0.0,-0.4243499169712434,0.0
EVT_962269,USER_0094,session,2024-02-22 12:16:30,12,3,0,0,none,,,safari_mac,,,,,,,,,,,,,,,51.8,76.0,1.47,,343,360979.0,4015886.0,360979.0,0.0,0.0,0.0,0.0,0.0,0.0,2.353333333333333,2.353333333333333,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1501168148340482
EVT_774788,USER_0094,kyc_change,2024-02-28 08:22:12,8,2,0,0,none,,,,,,,,,,,,,,,,,,,,,address_update,349,504342.0,4520228.0,865321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_280040,USER_0094,trade,2024-02-29 06:10:14,6,3,0,0,none,,,,,,,XAUUSD,0.16,12432.69,115.56,4984.9,1014.0,0.76,0.0,,,,,,,,350,78482.0,4598710.0,943803.0,17699.073333333334,4593.931417449909,106.21333333333332,17309.122,3374.074189769691,113.08600000000001,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.3886028610110979,0.172744665817948,0.0,0.0
EVT_245110,USER_0094,login,2024-03-07 13:10:37,13,3,0,0,none,10.212.247.1,CN,safari_mac,1.0,0.0,0.0,,,,,,,,,,,,,,,,357,630023.0,5228733.0,1573826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_644751,USER_0094,trade,2024-03-10 06:16:06,6,6,1,0,none,,,,,,,USDJPY,1.97,15612.33,140.28,2921.56,3505.0,0.954,0.0,,,,,,,,360,234329.0,234329.0,1808155.0,16309.279999999999,4267.959551249284,160.67666666666665,17026.323333333334,3096.3449138729143,117.61833333333334,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.47806950058902625,0.2723487431826676,0.0,0.0
EVT_851179,USER_0094,trade,2024-03-10 21:32:10,21,6,1,0,none,,,,,,,XAUUSD,1.32,21241.51,364.0,4294.42,2650.0,1.298,1.0,,,,,,,,360,54964.0,289293.0,1863119.0,16428.843333333334,4460.812478207678,206.61333333333332,17628.492857142857,3244.644326048256,152.81571428571428,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.1339231092097926,1.173781760498002,0.0,0.0
EVT_474426,USER_0094,trade,2024-03-14 06:29:03,6,3,0,0,none,,,,,,,XAUUSD,0.72,12156.56,-367.7,510.98,3574.0,0.743,0.0,,,,,,,,364,291413.0,580706.0,2154532.0,16336.799999999997,4585.599384082739,45.526666666666664,16944.50125,3573.0258057379942,87.75125,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.4676764595358829,-1.7744505780038318,0.0,0.0
EVT_915484,USER_0094,kyc_change,2024-03-15 02:05:28,2,4,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,365,70585.0,651291.0,2225117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_117691,USER_0094,trade,2024-03-18 18:05:37,18,0,0,0,none,,,,,,,XAUUSD,1.05,19980.0,-47.82,1625.63,1650.0,1.221,1.0,,,,,,,,368,316809.0,968100.0,2541926.0,17792.69,4921.617915147418,-17.17333333333334,17281.77888888889,3492.0631557377524,72.68777777777778,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7726724835081262,-0.4855609231726624,0.0,0.0
EVT_532051,USER_0094,kyc_change,2024-03-25 12:45:37,12,0,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,375,585600.0,1553700.0,3127526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_774141,USER_0095,withdrawal,2024-01-03 05:13:20,5,2,0,0,none,,,,,,,,,,,,,,,400.26,bank,0.0,,,,,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,400259999999.99994,0.0,0.0,-0.7071067811865476,0.0
EVT_858454,USER_0095,trade,2024-01-07 11:24:07,11,6,1,0,none,,,,,,,AUDUSD,1.15,3886.6,97.37,3110.85,1613.0,1.05,0.0,,,,,,,,370,367847.0,0.0,0.0,3886.6,0.0,97.37,3886.6,0.0,97.37,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.3531178775799747,0.5617095406532457,0.0,0.0
EVT_112098,USER_0095,login,2024-01-10 01:19:26,1,2,0,0,none,10.69.35.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,373,222919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_718956,USER_0095,kyc_change,2024-01-11 03:09:31,3,3,0,0,none,,,,,,,,,,,,,,,,,,,,,phone_update,374,93005.0,93005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_823536,USER_0095,login,2024-01-25 13:15:32,13,3,0,0,none,10.69.35.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,388,1245961.0,1338966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_641279,USER_0095,trade,2024-01-25 13:54:00,13,3,0,0,none,,,,,,,BTCUSD,0.69,4834.63,0.5,4493.95,2875.0,1.307,0.0,,,,,,,,388,2308.0,2308.0,0.0,4360.615,670.358441768283,48.935,4360.615,670.358441768283,48.935,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.4064371513988034,-0.20751192183949024,0.0,0.0
EVT_852773,USER_0095,login,2024-01-25 22:12:38,22,3,0,0,none,10.69.35.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,388,29918.0,32226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_190314,USER_0095,trade,2024-01-27 00:36:02,0,5,1,0,none,,,,,,,AUDUSD,0.64,4276.2,7.97,2000.32,624.0,1.156,1.0,,,,,,,,390,95004.0,95004.0,0.0,4332.4766666666665,476.51392176234845,35.28,4332.4766666666665,476.51392176234845,35.28,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.36998438636750763,-0.14819444145525637,0.0,0.0
EVT_813696,USER_0095,trade,2024-01-29 09:49:08,9,0,0,0,none,,,,,,,BTCUSD,0.39,4028.46,244.23,2419.44,2473.0,1.089,0.0,,,,,,,,392,205986.0,300990.0,0.0,4379.763333333333,412.94253865802386,84.23333333333333,4256.4725,417.7122755657696,87.5175,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0898240193572079,1.7278896168551987,0.0,0.0
EVT_807203,USER_0095,trade,2024-01-30 12:01:21,12,1,0,0,none,,,,,,,AUDUSD,1.64,3194.02,43.35,3936.38,2996.0,0.863,0.0,,,,,,,,393,94333.0,395323.0,0.0,3832.8933333333334,566.9771855492367,98.51666666666667,4043.982,597.1798069425992,78.684,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.6385546485367186,0.13274966242616199,0.0,0.0
EVT_877340,USER_0095,login,2024-02-03 17:14:51,17,5,1,0,none,10.69.35.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,397,364410.0,759733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_450807,USER_0095,session,2024-02-17 06:32:44,6,5,1,0,none,,,ios_app,,,,,,,,,,,,,,,26.3,29.0,1.1,,411,1171073.0,1171073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8680397313710283
EVT_646660,USER_0095,trade,2024-02-19 16:16:52,16,0,0,0,none,,,,,,,AUDUSD,1.82,3791.68,-158.34,2041.93,1108.0,1.025,0.0,,,,,,,,413,207848.0,1378921.0,0.0,3671.3866666666668,430.02952565298773,43.079999999999984,4001.931666666667,543.9745955986058,39.18,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5292905338784735,-1.468822307948153,0.0,0.0
EVT_513557,USER_0095,trade,2024-02-29 21:25:17,21,3,0,0,none,,,,,,,BTCUSD,0.42,3844.58,-111.76,649.98,1090.0,1.039,1.0,,,,,,,,423,882505.0,2261426.0,0.0,3610.0933333333337,361.29955235695155,-75.58333333333333,3979.452857142857,500.1273624692776,17.617142857142856,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.43110750060634334,-1.0989416872925153,0.0,0.0
EVT_809886,USER_0095,login,2024-03-02 15:20:55,15,5,1,0,none,10.69.35.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,425,150938.0,2412364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_454384,USER_0095,session,2024-03-02 22:00:27,22,5,1,0,none,,,ios_app,,,,,,,,,,,,,,,57.3,37.0,0.65,,425,23972.0,23972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9199490840776011
EVT_359245,USER_0095,session,2024-03-11 13:11:47,13,0,0,0,none,,,ios_app,,,,,,,,,,,,,,,55.4,11.0,0.2,,434,745880.0,769852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.65,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8103626728081691
EVT_334770,USER_0095,trade,2024-03-21 16:18:43,16,3,0,0,none,,,,,,,BTCUSD,0.76,4758.68,89.74,885.78,2892.0,1.286,0.0,,,,,,,,444,875216.0,1645068.0,0.0,4131.6466666666665,543.6705834725041,-60.12000000000001,4076.85625,538.789628279045,26.632499999999997,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.2654730421924094,0.5011215386008085,0.0,0.0
EVT_962684,USER_0095,login,2024-03-22 01:08:30,1,4,0,0,none,10.69.35.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,445,31787.0,1676855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_296769,USER_0095,session,2024-03-28 10:12:57,10,3,0,0,none,,,ios_app,,,,,,,,,,,,,,,26.4,7.0,0.27,,451,551067.0,551067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37333333333333335,0.555,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8622720255147425
EVT_797621,USER_0095,login,2024-03-29 12:01:23,12,4,0,0,none,10.69.35.1,AE,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,452,92906.0,643973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_284247,USER_0095,deposit,2024-03-30 23:07:22,23,5,1,0,none,,,,,,,,,,,,,,,2697.38,bank,0.0,,,,,453,126359.0,126359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,2697.38,0.0,0.0,0.0,0.7071067811865474,0.0
EVT_739410,USER_0096,login,2024-01-08 06:45:11,6,0,0,0,none,10.152.250.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_871947,USER_0096,trade,2024-01-10 16:59:57,16,2,0,0,none,,,,,,,USDJPY,0.92,27814.54,31.06,418.01,1708.0,1.026,0.0,,,,,,,,160,209686.0,209686.0,0.0,27814.54,0.0,31.06,27814.54,0.0,31.06,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6059000238168766,-0.4005203538023665,0.0,0.0
EVT_326000,USER_0096,session,2024-01-14 10:30:20,10,6,1,0,none,,,ios_app,,,,,,,,,,,,,,,33.6,44.0,1.31,,164,322223.0,531909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.31,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6481212737696929
EVT_909388,USER_0096,login,2024-01-27 07:15:22,7,5,1,0,none,10.152.250.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,176,1111502.0,1643411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_192423,USER_0096,withdrawal,2024-02-04 22:49:46,22,6,1,0,none,,,,,,,,,,,,,,,1153.56,crypto,0.0,,,,,185,747264.0,747264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,1153559999999.9998,0.0,0.0,-1.0820871499639277,0.0
EVT_527854,USER_0096,trade,2024-02-07 22:21:52,22,2,0,0,none,,,,,,,ETHUSD,1.12,20962.4,16.72,2035.99,94.0,0.773,0.0,,,,,,,,188,257526.0,1004790.0,0.0,24388.47,4845.194659639589,23.89,24388.47,4845.194659639589,23.89,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.6609077063476764,-0.5562353702553531,0.0,0.0
EVT_175293,USER_0096,trade,2024-02-09 06:31:43,6,4,0,0,none,,,,,,,AUDUSD,0.37,16327.09,6.08,3775.41,783.0,0.602,0.0,,,,,,,,189,115791.0,1120581.0,0.0,21701.343333333334,5779.265075512053,17.953333333333333,21701.343333333334,5779.265075512053,17.953333333333333,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.5178730543570655,-0.6717728720028969,0.0,0.0
EVT_391236,USER_0096,login,2024-02-11 04:41:42,4,6,1,0,none,10.152.250.1,UK,ios_app,1.0,0.0,0.0,,,,,,,,,,,,,,,,191,166199.0,1286780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_893394,USER_0096,deposit,2024-02-11 11:12:50,11,6,1,0,none,,,,,,,,,,,,,,,1936.89,bank,0.0,,,,,192,23468.0,23468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1936.89,0.0,0.0,0.0,0.1920227304580197,0.0
EVT_155469,USER_0096,trade,2024-02-11 20:40:30,20,6,1,0,none,,,,,,,ETHUSD,0.83,26096.89,206.53,3844.8,2122.0,0.963,0.0,,,,,,,,192,34060.0,57528.0,34060.0,21128.793333333335,4887.024970882932,76.44333333333334,22800.23,5205.459713934976,65.0975,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2883448807933618,1.504871134133865,0.0,0.0
EVT_447189,USER_0096,trade,2024-02-13 16:13:39,16,1,0,0,none,,,,,,,ETHUSD,0.33,27777.44,95.66,1850.45,3453.0,1.025,0.0,,,,,,,,194,156789.0,214317.0,190849.0,23400.47333333333,6183.091937763283,102.75666666666666,23795.672,5027.636820800603,71.21000000000001,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5990410619758886,0.30095733537914904,0.0,0.0
EVT_453771,USER_0096,trade,2024-02-14 03:29:44,3,2,0,0,none,,,,,,,ETHUSD,0.3,22554.61,137.45,1649.83,3515.0,0.832,1.0,,,,,,,,194,40565.0,254882.0,231414.0,25476.313333333335,2666.144191830836,146.54666666666665,23588.828333333335,4525.307880811721,82.25,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-0.36654361920916173,0.7547460757954885,0.0,0.0
EVT_834421,USER_0096,session,2024-02-15 10:48:33,10,3,0,0,none,,,ios_app,,,,,,,,,,,,,,,58.5,47.0,0.8,,196,112729.0,367611.0,344143.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0550000000000002,1.0550000000000002,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1516801816428008
EVT_348255,USER_0096,kyc_change,2024-02-17 22:07:34,22,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,198,213541.0,581152.0,557684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVT_199315,USER_0096,trade,2024-02-22 05:00:18,5,3,0,0,none,,,,,,,ETHUSD,1.51,31801.56,-59.28,3127.28,2785.0,1.173,1.0,,,,,,,,202,370364.0,951516.0,928048.0,27377.87,4636.4062822729375,57.94333333333333,24762.075714285715,5167.292208222979,62.03142857142858,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.3430110221795306,-1.3815032398806655,0.0,0.0
EVT_853313,USER_0096,session,2024-02-22 20:52:36,20,3,0,0,none,,,ios_app,,,,,,,,,,,,,,,35.6,17.0,0.48,,203,57138.0,1008654.0,985186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8633333333333333,0.8633333333333333,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.503558907873107
EVT_894360,USER_0096,trade,2024-02-27 15:48:03,15,1,0,0,none,,,,,,,AUDUSD,1.05,29761.08,184.0,616.43,1018.0,1.098,0.0,,,,,,,,208,413727.0,1422381.0,1398913.0,28039.083333333332,4858.032056875839,87.38999999999999,25386.951250000002,5100.024383113807,77.2775,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.9657718184787647,1.2602226459409924,0.0,0.0
EVT_930380,USER_0096,deposit,2024-03-07 19:57:40,19,3,0,0,none,,,,,,,,,,,,,,,2366.05,crypto,0.0,,,,,217,792577.0,2214958.0,2191490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,4302.9400000000005,0.0,0.0,0.0,0.8900644195059089,0.0
EVT_279322,USER_0096,trade,2024-03-21 13:43:03,13,3,0,0,none,,,,,,,AUDUSD,0.99,17739.53,-6.72,4331.64,268.0,0.654,0.0,,,,,,,,231,1187123.0,3402081.0,1187123.0,26434.056666666667,7598.485712668895,39.333333333333336,24537.23777777778,5408.981834291409,67.94444444444444,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.256744427330528,-0.8107653553082126,0.0,0.0
EVT_382495,USER_0097,deposit,2024-01-09 18:36:47,18,1,0,0,none,,,,,,,,,,,,,,,1173.94,card,0.0,,,,,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1173.94,0.0,0.0,0.0,0.9930479928680442,0.0
EVT_333444,USER_0097,kyc_change,2024-01-13 19:38:55,19,5,1,0,none,,,,,,,,,,,,,,,,,,,,,address_update,287,349328.0,0.0,349328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
